name: arc3-CL
-4.579439252336446 -0.34375000000000044
-3.8317757009345783 -0.2604166666666665
-3.084112149532709 -0.16666666666666652
-2.33644859813084 -0.07291666666666674
-1.5887850467289706 0
-0.8411214953271013 0.08333333333333326
0.6542056074766371 0.25
1.4018691588785046 0.34375
2.149532710280374 0.4166666666666665
2.8971962616822413 0.4791666666666665
3.6448598130841123 0.5625
4.392523364485983 0.6458333333333335
5.140186915887851 0.8020833333333333
5.887850467289718 0.8854166666666666
6.635514018691589 0.9375
7.383177570093457 1.0208333333333335
8.130841121495324 1.0208333333333335
8.878504672897195 1.0520833333333333
9.719626168224297 1.0625
10.373831775700934 1.0520833333333333
11.121495327102801 1.0416666666666665
11.869158878504672 1
12.710280373831774 0.9791666666666666
13.364485981308407 0.9583333333333333
14.205607476635512 0.96875
14.95327102803738 0.9479166666666666
15.70093457943925 0.96875
16.355140186915882 0.9895833333333333
17.102803738317753 0.9895833333333333
17.850467289719624 0.9895833333333333
18.691588785046726 0.9895833333333333
20.186915887850468 1
20.93457943925233 1.0208333333333335
21.588785046728972 1.0416666666666665
